nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,45959172000,135994,,SOLE,135994,0,0
WILLSCOT HLDGS CORP,COM CL A,971378104,12656728000,455278,,SOLE,455278,0,0
WINGSTOP INC,COM,974155103,475071000,2106,,SOLE,2106,0,0
WOODWARD INC,COM,980745103,9267937000,50786,,SOLE,50786,0,0
WORKDAY INC,CL A,98138H101,50318009000,215467,,SOLE,215467,0,0
XYLEM INC,COM,98419M100,235097000,1968,,SOLE,1968,0,0
YELP INC,CL A,985817105,9509563000,256807,,SOLE,256807,0,0
YETI HLDGS INC,COM,98585X104,1657714000,50082,,SOLE,50082,0,0
YUM CHINA HLDGS INC,COM,98850P109,23591301000,453156,,SOLE,453156,0,0
ZIFF DAVIS INC,COM,48123V102,381437000,10150,,SOLE,10150,0,0
ZILLOW GROUP INC,CL C CAP STK,98954M200,47485822000,692617,,SOLE,692617,0,0
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,964407000,8521,,SOLE,8521,0,0
ZOETIS INC,CL A,98978V103,23715198000,144034,,SOLE,144034,0,0
ZOOM COMMUNICATIONS INC,CL A,98980L101,1140410000,15459,,SOLE,15459,0,0
